Name	Value	Count
Sữa tươi ướp lạnh Hương Chanh	10	2
Sữa Xanh - Sữa Thực Vật	9	2
Subeo Shop	81	18
SuBin Cupcake - Tiệm Bánh Online	32	8
Subway	3312	867
Subway - Hồ Tùng Mậu	47	10
Subway - Phạm Ngũ Lão	20	4
Sugoi - Original matcha tea & Coffee House	40	10
Sủi Cảo - Hẻm 191 Hà Tôn Quyền	16	4
Sủi Cảo - Nguyễn Trãi	4	1
Sủi Cảo & Hủ Tiếu Mì Thập Cẩm	7	2
Sủi Cảo 162 - Hà Tôn Quyền	31	8
Sủi Cảo 193	20	5
Sủi Cảo Đại Nương	4	1
Sủi Cảo Đức Phát - Hà Tôn Quyền	8	2
Sủi Cảo Mì - Ẩm Thực Trung Hoa	4	1
Sủi Cảo Ngọc Ý - Hà Tôn Quyền	102	24
Sủi Cảo Ngọc Ý - Hà Tôn Quyền 	13	4
Sủi Cảo Thiên Thiên - Hà Tôn Quyền	140	33
Sukiya - Lẩu Nướng Hàn Nhật - Vincom Mega Mall Thảo Điền	8	2
Sul Bingsu	56	14
Sul Bingsu - Korean Dessert & Coffee - Nguyễn Trãi	101	26
Sul Bingsu - Nguyễn Trãi	184	46
SUMI CAKE - Quang Trung	16	4
Sumo BBQ - Buffet Nướng & Lẩu - SC VivoCity	4	1
Sumo BBQ - Cao Thắng	4	1
Sumo BBQ - Cao Thắng - Buffet Nướng & Lẩu	63	18
Sumo BBQ - Lê Lai	8	2
Sumo BBQ - Lê Lai - Buffet Nướng & Lẩu	77	20
Sumo BBQ - Lê Văn Sỹ - Buffet Nướng & Lẩu	68	17
Sumo BBQ - Nguyễn Đình Chiểu - Buffet Nướng & Lẩu	95	24
Sumo BBQ - Phan Xích Long - Buffet Nướng & Lẩu	67	17
Sumo BBQ - Quang Trung - Buffet Nướng & Lẩu	12	4
Sumo BBQ - SC ViVo City - Buffet Nướng & Lẩu	52	13
Sumo BBQ - Vincom - Buffet Nướng & Lẩu	76	19
Sumo BBQ - Vincom Center - Buffet Nướng & Lẩu	22	6
Sumo BBQ - Vincom Mega Mall Thảo Điền - Buffet Nướng & Lẩu	18	5
SumoBBQ - Quang Trung	8	2
Sun	15	3
Sun Merry - Tú Xương	104	26
Sungela Ice Cream	9	2
Sunny Bakery	15	3
Sunrise Bakery 	48	12
Sunway Tea & Coffee 	3	1
Suối Mơ - Karaoke & Coffee	88	22
Suối Mơ 2 - Vĩnh Lộc	16	4
Suối Mơ Karaoke - Cafe	204	68
Sườn Cây - Cộng Hoà	92	23
Sườn cây - Kinh Dương Vương	5	1
Sườn cây - Phan Đăng Lưu	54	11
Sườn cây Nướng & Beer	52	17
Sườn Cây Nướng & Beer - Kinh Dương Vương	59	15
Sườn Cây Nướng & Beer - Phan Đăng Lưu	8	2
Sườn Cây Nướng & Beer - Quang Trung	90	18
Sườn Cây Nướng & Beer - Quang Trung 	4	1
Sườn Cây Nướng & Beer Vũng Tàu	49	11
Sườn Cây Nướng và Beer	4	1
Sườn Muối Ớt - Phạm Văn Đồng	5	2
Sườn Number 1	14	4
Sườn nướng Cao bồi	24	6
Sườn Nướng Cao Bồi & Beer	18	6
Suon Nuong Han Quoc	2129	536
Sườn Nướng Hàn Quốc	19	6
Súp Cua - 69 Nguyễn Thông	7	2
Súp Cua - Đường Số 3	14	4
Súp Cua - Hoa Cúc	7	2
Súp cua - Tân Hưng	9	2
Súp Cua Bong Bóng Cá - Lương Nhữ Học	7	2
Súp Cua Bong Bóng Cá - Lưỡng Như Học	5	1
Súp Cua Chanh Đá Xay	6	2
Súp Cua Chợ Thiếc 	17	4
Súp Cua Dì Mười	8	2
Súp cua Hằng - Chợ 200 	4	1
Súp cua Hạnh - Phạm Văn Hai	4	1
Súp Cua Hạnh - Sư Vạn Hạnh	50	18
Súp Cua Hoa - Ô Chợ Dừa	5	1
Súp cua Nam Phương	3	1
Súp Cua Nhà Thờ Đức Bà	30	8
Súp cua nhà thờ Đức Bà - 86 Nguyễn Du	36	12
Súp Cua Soup Bông - Mạc Đĩnh Chi	7	2
Súp Cua Thập Cẩm - Hoa Phượng	8	2
Súp Cua Trang	40	8
Súp Hạt Sen - Đường Số 10	4	1
Súp Xương Bò Hàn Quốc - Phạm Văn Nghị Bắc	24	6
Super 9Fair - Cung Văn Hóa Lao Động	1232	274
Super 9Fair Phú Thọ	1349	318
Super Prime Pizza - E Mart Gò Vấp	8	2
Superbowl - Diamond Plaza	160	36
Superbowl - Tân Sơn Nhất	376	94
Suri - Bánh Crepe Sầu Riêng Kem	8	2
Su's home	27	9
Susalan - Coffee & Food	38	8
Sushi - Lotte Mart Lê Đại Hành	5	1
Sushi & BBQ Miya	23	6
Sushi & Que - Thành Thái	46	12
Sushi 1K - Quang Trung	13	3
Sushi 7 - Nguyễn Xuân Khoát	30	10
Sushi 79	5	1
Sushi 88	4	1
Sushi 88 - Nguyễn Thị Thập	119	30
Sushi Co Chu Nho	1366	361
Sushi Cô Chủ Nhỏ	104	26
Sushi Cô Chủ Nhỏ 	8	2
Sushi Cô Chủ Nhỏ - 527A Nguyễn Tri Phương	29	8
Sushi Cô Chủ Nhỏ - Trần Hưng Đạo	53	11
Sushi Cô Chủ Nhỏ MH	21	7
Sushi Dining AOI	3099	819
Sushi Doo	16	4
Sushi Đường Phố - Phan Văn Trị	60	20
Sushi Đường Phố - Sake Kissho	8	2
Sushi Đường Phố - Sushi Viên	16	4
Sushi Hokkaido Sachi	252	60
Sushi Hokkaido Sachi - Đông Du	48	12
Sushi Hokkaido Sachi - Nguyễn Trãi	135	27
Sushi Hokkaido Sachi - Vincom Center	72	18
Sushi Hokkaido Sachi 北海道サチ - Đông Du	40	10
Sushi Hokkaido Sachi 北海道サチ - Nguyễn Trãi	24	6
Sushi King	1550	563
Sushi King - AEON Mall	92	23
Sushi lề đường Nguyễn Văn Cừ	14	7
Sushi M&H - Nguyễn Văn Cừ	15	5
Sushi Mập	14	4
Sushi Maru	8	2
Sushi Maru - Lê Quang Định	48	12
Sushi Masa	36	9
Sushi Masa - Thạch Thị Thanh	52	12
Sushi Miya	4	1
Sushi Moon	4	1
Sushi Moon - Đường 10 Cư Xá Ra Đa	24	6
Sushi Nana	308	84
Sushi Nhí - Nguyễn Công Trứ	18	9
Sushi Nhox Tino	489	121
Sushi Nobita	1550	385
Sushi Phước Ngư Đông Hải	8	2
Sushi REI	8616	1841
Sushi Rei - By Masuda	9	2
Sushi Sakura - Sư Vạn Hạnh	60	15
Sushi Shin - Sushi Vỉa Hè	4	1
Sushi Sun	108	22
Sushi Tân Quang Thủ Đức - Miya Sushi & BBQ	0	6
Sushi Tei - Lý Tự Trọng	7	2
Sushi Tei Vietnam - Lý Tự Trọng	132	33
SuShi Thủ Đức - Phú Châu	36	9
Sushi Tony	10	2
Sushi Truhobakunhu	8	2
Sushi Uraetei	24	6
Sushi Uraetei - Crescent Mall	45	10
Sushi Viên	34	12
Sushi viên - Nguyễn Thái Học	60	15
Sushi Viên - Nguyễn Tiểu La	58	16
Sushi Viên - Nguyễn Tri Phương	3	1
Sushi viên - Takoyaki - Nguyễn Tri Phương	39	12
Sushi Viên Phương Mập - Hoàng Diệu	48	16
Sushi Viên Phương Mập - Nguyễn Thái Học	68	17
Sushi World - Lê Thánh Tôn	9	2
SuSu Bakery - 100% HomeMade	9	3
Susu Cake	190	38
Susu Cupcakes - Shop Bánh Online	1134	304
SuSu Quán - Món Ăn Hàn Quốc	6	2
Suzuki Ramen Bar	12	3
Swan Palace - Nhà Hàng Tiệc Cưới	224	64
SWEBI Coffee	40	10
Sweet & Sour Cakery - Ngô Quang Huy	38	10
Sweet Home Bakery - Cao Thắng	70	14
Sweet Home Bakery - Hòa Bình	6	2
Sweet Home Bakery Cafe	10	2
Sweetie Bakery - Online Bakery	0	17
Sweets - đồ ăn Online	4	1
Sweets Homemade	67	16
Swiss House Saigon	8296	1901
T - Korea - Mì Cay & Ăn Vặt - Vĩnh Viễn	16	4
T Candy Shop	612	136
T&H Peach Tea	5	1
T.A Trà Sữa & Boardgame	8	2
Tạ Tuyết Ngân - Ăn Vặt & Trà Sữa	23	6
TABU Coffee	3	1
Tắc Có - Bánh Canh Cua	4	1
Tac Ke Cafe - Phan Văn Trị	8	2
TacoLeo	3543	843
TacoLeo - Ẩm Thực Mexico	16	4
Tacos và Trà sữa TGT 	3	1
Tài Ký - Đặc Sản Dê	2	1
Tài Vượng Quán 2 - Lẩu & Nướng - Phạm Văn Đồng	8	2
Taj Mahal	2230	600
Taj Mahal Restaurant	8282	1901
Tajmasago Buffet & Cafe - Lâu Đài Trắng	72	18
TAKE COFFEE	90	18
Take Coffee - Lê Văn Sỹ	8	2
Take Coffee - Tô Hiến Thành	10	3
Take Coffee - Trần Phú	9	2
Tako Oh! - Bánh Mực Nướng, Bạch Tuộc	17	4
Tako Oh! - Nguyễn Thái Học	80	20
Takoyaki - An Dương Vương	6	2
Takoyaki - Bánh bạch tuộc Ngô Tất Tố	5	1
Takoyaki - Bánh Bạch Tuộc Nhật Bản	25	6
Takoyaki - Dĩ An	5	1
Takoyaki - Nguyễn Biểu	32	11
Takoyaki - Thành Thái	4	1
Takoyaki - Thoại Ngọc hầu	9	2
Takoyaki - Trần Hưng Đạo	4	1
Takoyaki & Arigato - Japan Street Food	23	6
Takoyaki Ava	28	7
Takoyaki ICHI	8	2
Takoyaki phô mai - Nguyễn Kim	30	8
Takoyaki PuTu 	20	5
Tam hà ,thu duc	28	7
Tam Hao	3766	820
Tam Hảo Fresh Noodles - Hồ Tùng Mậu	28	8
Tam Hảo Handpull Noodles	40	10
Tâm Ốc Quán - Hưng Phú	4	1
Tâm Peo 	3	1
Tân Hải Vân - Ẩm Thực Trung Hoa	62	16
Tân Hải Vân - Ẩm thực Trung Hoa 	68	17
Tân Hào Phong - Ẩm Thực Trung Hoa	40	10
Tân Hoá. P 14. Q 6	15	3
Tân Lạc Viên	4	1
Tân Lạc Viên - 3 Tháng 2	1467	410
Tân Nguyên Thái	4	1
Tân Sơn Nhất - Tiệc Cưới & Hội Nghị	526	124
Tân Tòng Lợi - Mì Sủi Cảo	80	20
Tanaka tei	20	5
Tanaka Tei - Bàu Bàng	76	19
Tandoor	8855	2001
TanDoor - Ẩm Thực Ấn Độ	8	2
Tandoor Restaurant	3115	821
Tầng 3 Pandora	9	3
Tango Juice	2944	677
Tano Sushi - Phan Xích Long	39	10
Táo Đỏ Karaoke - Lê Đức Thọ	144	36
Tào Phớ ToFu - Nghĩa Tân	3	1
Tapas Sài Gòn - Ẩm Thực Tây Ban Nha 	3	1
Tapas Sài Gòn - Nhà hàng Tây Ban Nha	12	4
Tapas Saigon	3797	880
Tapi Tea - Trà Sữa	5	2
Taps	1023	217
Tasaki BBQ - Món Nướng Nhật Bản	88	18
Tasty food - Sên Dừa	0	1
Tattoo 1 - Oak Ink	14	4
Tattoo Long Nguyễn	5	1
Tàu Bến Nghé	20	5
Tàu Hủ Đá - Bò Bía Trương Định	38	9
Tàu Hũ HAT - Quang Trung	23	8
Tàu Hũ HAT - Thống Nhất	24	8
Tàu Hũ Ky	0	1
Tàu hũ Orisoy	170	34
Tàu Hũ Orisoy - Đinh Tiên Hoàng	29	8
Tàu Hủ Orisoy - Đinh Tiên Hoàng	55	12
Tàu Hũ Orisoy - Thống Nhất	48	12
Tàu Hũ Orisoy - Vincom Plaza Gò Vấp 	7	2
Tàu hủ thúi Đài Loan Cô Lý)	16	4
Tàu hủ Tornado	60	13
Tàu Hủ Tornado - Bạch Đằng	79	22
Tàu Hủ Xe Lam	5	1
Tàu Hủ Xe Lam - Phùng Văn Cung	162	41
Tàu Sài Gòn	1286	328
Tây Hồ	1112	278
T'Colours Coffee - Đường 3 Tháng 2	16	4
Tê Giác Húc	4	1
Tea & Bakery	7	2
Tea & Pets 	72	18
Tea & Pets  - Nguyễn Thiện Thuật	5	1
Tea & Pets Coffee - Nguyễn Thiện Thuật	7	2
Tea For Ted - Trần Bình Trọng	36	9
Tea Maison - Đồng Khởi	4	1
Tea Salon 1930 - Nguyễn Thiệp	16	4
TEA TIME - Nguyễn Tri Phương	72	18
Tea Time Coffee & Tea	15	3
Tea Time Coffee & Tea (Open 24/24)	46	14
Tea Time Express - Trường Sa	233	47
Teapresso	23	6
TEASPOON - Coffee & Tearoom	145	37
Teemay Coffee	8	2
Tee's Garden	15	3
Tekken Playstation 4 - Khu Chơi Game	1000	250
Temple Club	8404	2062
Tenshi 2 - Trà Sữa 	6	2
Tèobokki - Lý Chính Thắng	16	4
Tèobokki - Vĩnh Hội	10	3
Teppan Yaki Hajime Restaurant - Nhà Hàng Món Nhật	8	2
Tequila Rose Cafe	423	94
Terrace Cafe - Lê Lợi	3	1
Terrace Cafe - Nguyễn Văn Trỗi	20	5
Tesoyo Cafe & Food	4	1
Texas Chicken - Hậu Giang	61	20
Texas Chicken - Mesa Plaza	49	12
Texas Chicken - Nguyễn Du	18	5
Texas Chicken - Nguyễn Thái Học	98	21
Texas Chicken - Nguyễn Văn Cừ	116	31
Texas Chicken - Phạm Thái Bường	69	17
Texas Chicken - Phan Xích Long	144	37
Texas Chicken - Quang Trung	127	32
Texas Chicken - Sư Vạn Hạnh	134	34
Texas Chicken - Vincom Mega Mall Thảo Điền	23	6
TGIF - Sinh Tố, Nước Ép & Trà Trái Cây	8	2
TGIF Drinks - Đinh Tiên Hoàng	16	4
TH True Mart - 627 Âu Cơ	96	24
TH True Mart - Hoàng Văn Thụ	77	22
Thác Đá Hàn	8	2
Thaenp	0	7
Thái BBQ Buffet - Món Nướng & Lẩu Thái Lan - Vincom Mega Mall Thảo Điền	15	4
Thai Express - Crescent Mall	4	1
Thai Express - Đinh Tiên Hoàng	4	1
Thai Express - Phan Xích Long	4	1
Thai Express - SC VivoCity	4	1
Thái Express - Sunrise City	32	8
Thái Express - Trần Cao Vân	4	1
Thái Express - Vincom	12	3
Thái Express - Vincom A	35	7
Thái Express - Vincom Center	4	1
Thái Express - Vivo City	3	1
Thai House	28	7
Thai Koh Koi - Lê Bình	28	7
Thai Taste	542	150
ThaiExpress - Crescent Plaza	312	63
ThaiExpress - Phan Xích Long	47	13
ThaiExpress - SC VivoCity	68	16
ThaiExpress - Trần Cao Vân	44	12
ThaiExpress - Vincom Center	64	16
Thaisiam HotPot Buffet - Aeon Mall	0	2
Tham Ăn Quán	0	2
Thẩm mỹ Hàn Quốc 3D	20	4
Thẩm Mỹ Viện An An	32	8
Thần Rồng - Mì Nhật	3	1
Thần Rồng Mì Nhật 	54	14
Thần Rồng Mì Nhật - Ramen	15	4
Thành Danh - Bánh Tráng Trộn Tây Ninh	8	2
Thành Đạt - Quán Nhậu	6	2
Thanh Huyền (Shop online) 	0	13
Thành Long - Làng Nướng & Câu Cá Giải Trí	40	10
Thanh Nhàn (bán kẹo)	12	6
Thanh Như	3	1
Thanh Phát	24	6
Thành Phát - Hủ Tiếu Nam Vang	7	2
Thành Phố Đà Lạt	8	2
Thanh Thanh Nè	15	3
Thanh Thanh Spa	467	214
Thanh Thảo	0	6
Thanh Thảo - Bánh Mì, Xôi Mặn	2	1
Thành Thị Cafe - Kha Vạn Cân	531	118
Thanh Trang (Y Lam)	40	8
Thanh Trúc	0	3
Thanh Trúc - Lẩu Cá	17	6
Thanh Vân - Bánh Ướt Ban Mê	95	26
Thanh Vy -  Bò Lá Lốt & Gà Nướng	46	12
Thanh Xuân - Hủ Tiếu Cua Mỹ Tho	16	4
Thanh Xuân - Hủ Tiếu Mỹ Tho	130	26
Thảo Cầm Viên	1033	278
Thảo Hương	0	3
Thảo Mộc Coffee	4	1
Thảo Nguyên	7	2
Thảo Nhi	15	5
Thảo Ốc 2 - Vĩnh Khánh	50	10
Thảo Trang Quán - Bạch Tuộc Nướng & Xiên Que Tự Chọn	4	1
Tháp Ngà - Ẩm Thực Sinh Thái Bình Xuyên 2	930	246
Thất Sơn 4 - Hải Sản Tươi Sống	8	2
That's Cafe - Cresent Mall	31	10
THCS Lạc Hồng	40	10
The 1985 Cafe	107	27
The 1985 Cafe - Đồng Khởi	52	13
The 1985 Cafe - Trà & Bánh	53	14
The 1985 Cafe - Trà & Bánh - Đồng Khởi	44	12
The 5-Star Bakery House	0	1
The Adora - Tiệc Cưới & Hội Nghị - Ngô Gia Tự	6	2
The Adora - Tiệc Cưới Hội Nghị - Nguyễn Kiệm	48	12
The Alley Coffee	32	8
The Barista Coffee	5	1
The Basic - Lý Chính Thắng	33	11
The BCR - Khu Giải Trí & Ẩm Thực	920	266
The Bean Store	56	14
The Bean Store - Soy Delights	19	5
The Bingsu Place - Authentic Korean dessert	60	15
THE BLACK TEA	9	2
The Black Tea - Shop Online	35	18
The Bodyline International - Trương Định	856	214
The Book Nest	2132	533
The Burger Bistro Vietnam	42	9
The Cafe - Star Kitchen	136	34
The Cajun Cua	1280	329
The Cake Bakery and Food	0	2
The Catchy Catering Service	3123	665
The Chai Cafe - Nguyễn Đình Chiểu	174	44
The Chai Cafe - Trần Hưng Đạo	102	26
The Chateau - Tiệc Cưới Hội Nghị	1136	284
The Coffee Bean & Tea Leaf - Bitexco Tower	95	24
The Coffee Bean & Tea Leaf - Cách Mạng Tháng 8	14	4
The Coffee Bean & Tea Leaf - CMT8	26	8
The Coffee Bean & Tea Leaf - Crescent Mall	36	9
The Coffee Bean & Tea Leaf - Hàn Thuyên	79	20
The Coffee Bean & Tea Leaf - Kumho	34	10
The Coffee Bean & Tea Leaf - Metropolitan	62	15
The Coffee Bean & Tea Leaf - Nguyễn Huệ	8	2
The Coffee Bean & Tea Leaf - Nguyễn Tất Thành	44	11
The Coffee bean & Tea Leaf - Nguyễn Thái Học	72	18
The Coffee Bean & Tea Leaf - Nowzone	98	24
The Coffee Bean & Tea Leaf - NTMK	15	3
The Coffee Bean & Tea Leaf - Petro Lê Duẩn	20	5
The Coffee Bean & Tea Leaf - Phan Chu Trinh	20	5
The Coffee Bean & Tea Leaf - Thái Văn Lung	12	3
The Coffee Bean & Tea Leaf - Tôn Đức Thắng	45	11
The Coffee Factory - Nguyễn Du	60	15
The Coffee Factory - Pasteur	112	28
The Coffee Factory - Trương Định	62	16
The Coffee House - Bàu Cát	146	37
The Coffee House - Cách Mạng Tháng 8	122	31
The Coffee House - Cao Thắng	178	45
The Coffee House - Điện Biên Phủ	80	20
The Coffee House - Điện Biên Phủ 	40	10
The Coffee House - Đinh Tiên Hoàng	112	28
The Coffee House - Hoa Hồng	160	34
The Coffee House - Lê Đại Hành	3	1
The Coffee House - Lê Duẩn	130	33
The Coffee House - Lê Văn Sỹ	111	28
The Coffee House - Lý Thường Kiệt	128	31
The Coffee House - Nguyễn Huy Tự	42	12
The Coffee House - Nguyễn Thái Bình	51	13
The Coffee House - Nguyễn Thị Minh Khai 	60	15
The Coffee House - Nguyễn Thị Thập	95	24
The Coffee House - Nguyễn Trãi	116	29
The Coffee House - Quang Trung	125	32
The Coffee House - Sư Vạn Hạnh	148	38
The Coffee House - Trần Cao Vân	62	16
The Coffee House - Trần Quốc Thảo	16	4
The Coffee House - Út Tịch	106	27
The Coffee House - Võ Văn Ngân	124	31
The Coffee Plus	8	2
The Corner 	5	1
The Corner - Coffee & More	8	2
The Corner - Steak And Coffee	8	2
the Corner Coffee - Hoàng Hoa Thám	68	17
The Cozy House	7	2
The Crab Shack	44	11
The Crab Shack - Nhà Hàng Hải Sản	7	2
The Crescent Mall	29	7
The Đ2 - Cafe & Karaoke	108	54
The Daun Restaurant	9872	2267
The December Co. - Lý Tự Trọng	36	8
The December Co. Coffee & Clothes	7	2
The Deck Saigon	13883	3354
The Deck Saigon - Ven Sông Saigon	8	2
The Dessert Bar	34	12
The Dessert Bar - Bùi Hữu Nghĩa	5	1
The Dessert Factory	144	36
The Dots - Tea Coffee Desserts - Kumho Asiana	13	3
The Dots - Tea Coffee Desserts Kumho	36	9
The Dublin Gate	2721	615
The Dublin Gate Irish Pub & Restaurant	3013	700
The Elbow Room	11889	2866
The Escape Hunt Experience HCMC - Cách Mạng Tháng 8	8	2
The Face Shop Spa - Cao Thắng	32	8
The Face Shop Spa - Hai Bà Trưng	21	6
The Face Spa	32	8
The Factory Coffee - Hai Bà Trưng	8	2
The Fig - Lounge & Cafe	63	13
The First - Steakhouse & Cafe	36	9
The First Steakhouse & Restaurant 	40	10
The Fish Sauce - Ẩm Thực Việt	8	2
The Gardens Coffee	7	2
The Gin House	24	6
Thế Giới Cua	3	1
Thế Giới Donut	16	4
Thế Giới Donut - Hai Bà Trưng	76	19
Thế Giới Donut 2	82	19
Thế Giới Donut Cake - Hai Bà Trưng	17	4
Thế giới Hào Sữa - Chung cư Trần Quốc Thảo	72	18
Thế Giới Lẩu Suyimi	24	6
Thế Giới Nghiêng 23 Độ 5 - Lê Đức Thọ	5	1
Thế Giới Steak	96	24
Thế Giới Steak - Nguyễn Công Trứ	8	2
Thế Giới Steak - Phạm Ngọc Thạch	7	2
Thế Giới Steak - Phạm Ngọc Thạch 	2	1
Thế Giới Tàu Hũ	34	11
Thế Giới Trái Cây	25	7
Thế Giới Tráng Miệng Pacman - Kem Tuyết	4	1
Thế giới tráng miệng Pacman - Phạm Viết Chánh	147	33
The Good Coffee	25	5
The Hailthy	16	4
The Hailthy - Thức Uống Dinh Dưỡng - Shop Online	7	2
The Hana Coffee Shop - Sư Vạn Hạnh	195	39
The Hana Coffee Shop Online - Sư Vạn Hạnh	115	23
The Heaven Coffee	2	1
The Homes - Cafe Và Nước Dân Gian - Bình Thạnh	7	2
The Hubs Cafe	8	2
The Hungry Pig	7875	1861
The Jade Bakery 	112	28
The Jade Bakery - Nguyễn Trọng Tuyển	14	4
The Jade Bánh Sầu Riêng	15	4
The Journal Coffee	125	25
The Journal Coffee - Vintage Cafe	25	6
The Juice Bar	52	11
The KAfe - Cách mạng tháng 8	94	27
The Kafe - Lê Lợi	180	47
The Kafe - Lý Tự Trọng	90	22
The Kafe - Phạm Hồng Thái	159	40
The Kafe Box - Nguyễn Đức Cảnh	93	24
The Letter Cafe	8	2
The Light Coffee - Võ Thị Sáu	91	22
The Loft - Lý Tự Trọng	72	18
The LOG - Dine & Wine - GEM Center	100	21
The LOG Restaurant	15	4
The Long	9336	2042
The Long @Times Square	8	2
The Loop Restaurant	81	20
The Loop Restaurant & Coffee	7	2
The Lounge - New World Saigon Hotel	8	2
The Luxe Hotel - Lê Thánh Tôn	28	8
The Lyan Coffee	80	16
The Macaron Boutique	0	3
The Mạch House	9047	2002
The Magic Coffee	8	2
The Maker Concept	70	18
The Maker Concept Cafe	6	2
The milktea guy	52	13
The Morning Cafe	76	19
The Mup's Cake	16	4
The Narrow Coffee	396	88
The Ne'mer Drinks	108	27
The Nest Official	1	1
The New District	542	155
The North End Deli	3260	720
The Open Space	115	23
The Open Space - Bakery & Coffee - Nguyễn Trọng Tuyển	23	6
The Open Space - Nguyễn Trọng Tuyển	4	1
The Pizza Company	10	2
The Pizza Company  - Phan Xích Long	40	10
The Pizza Company - Bùi Bằng Đoàn	20	5
The Pizza Company - Lê Đại Hành	120	26
The Pizza Company - Lê Văn Sỹ	120	30
The Pizza Company - Nguyễn Thái Học	120	27
The Pizza Company - Nguyễn Thị Minh Khai	108	27
The Pizza Company - Phan Xích Long	42	12
The Pizza Company - Phong Cách Ẩm Thực Ý	8	2
The Pizza Company - Vincom Mega Mall Thảo Điền	12	3
The Pizza Company - Vincom Thảo Điền	16	4
The Plant Coffee	15	4
The Racha Room	9477	2113
The Refinery	8595	2067
The Refinery - Ẩm Thực Pháp	8	2
The Repeat Coffee	8	2
The Royal Pavilion - Long Triều - Nhà Hàng Hoa	23	6
The S Tea - Trà xanh Việt Nam - Shop Online	48	12
The Smoke 1989	20	5
The Society Bar & Grill	879	188
The Square Buffet - Novotel	8	2
The Street - Ẩm Thực Vỉa Hè	32	8
The Street - BBQ & Beer	8	2
The Street - Món Ngon Đường Phố	4	1
The Sushi Bar	2412	626
The Sushi Bar - Kumho Asiana	76	19
The Sushi Bar - Nguyễn Đình Chiểu	51	11
The Sushi Bar - Phú Mỹ Hưng	15	3
The Sushi Bar - Saigon Court	12	3
The Sushi Bar - Thiên Quế	150	30
The Sushi Bar - Thiên Quế - Lê Thánh Tôn	21	6
The Sushi Bar - Zen Plaza	61	15
The Terminal Coffee - Cao Thắng	20	5
The Terminal Coffee - Cộng Hoà	36	9
The Terminal Coffee - Lotte Mart Nam Sài Gòn	32	8
The Terminal Coffee - Nguyễn Tri phương	73	21
The Terminal Coffee - Pico Lotte	8	2
The Tibetan Coffee Shop - Cafe Tây Tạng	8	2
The Vagabond Bakery - 0964131194 	100	25
The Valentine - Tiệc Cưới	2007	446
The View Garden	8	2
The View Rooftop Bar	7909	1964
The Vintage Coffee	24	6
The Vintage Emporium	8819	1922
The Vintage Emporium Cafe - Nguyễn Văn Thủ	140	28
The Voice Karaoke	53	20
The Warehouse - Shaved Ice Cream	0	11
The Warehouse by Thái Công - Nguyễn Văn Hưởng	92	23
The Warehouse Icecream	7	2
The Way - Trà Sữa & Kafe	8	2
The White Saigon 	15	3
The White Saigon - Ăn Vặt & Tarot	30	6
The White Syrup	51	12
The White Syrup - Shop Online	7	2
The Win Coffee	5	1
The Workshop	76	19
The Workshop - Coffee Shop	7	2
The.cookies.shop	5	1
thebearshouse_	5	1
Thềm Xanh Cafe	160	32
Themupscake	15	3
Thị Buffet - Hoa Mai	4	2
Thị Fi Cafe	4	1
Thị House Cafe - Cù Lao	8	2
Thị Trấn Ba Cây Chổi	48	12
Thị Trấn Ba Cây Chổi - Cafe & Bar	68	17
Thị Trấn Ba Cây Chổi - Hồ Xuân Hương	6	2
Thie Macaron	125	25
Thie Macaron Bakery	14	4
Thiêm Huy Mì Gia - Mì Vịt Tiềm & Gà Ác	20	5
Thiên Ân Bakery	76	20
Thiên Ân Bakery & Café	15	3
Thiên Ân Bakery & Coffee	30	6
Thiên An Korea	25	5
Thiên Bình - Bún Bò Huế Cay	8	2
Thiên Du Sky Sushi	38	10
Thiên Du Sky Sushi - KDC Trung Sơn	60	12
Thiên Du Sky Sushi - Sushi Vỉa Hè Đường Phố	15	4
Thiên Đức - Đồ Chiên Tự Chọn	7	2
Thiên đường ăn vặt AVA	4	1
Thiên Đường Karaoke 	32	8
Thiên Hồng - Ẩm Thực Trung Hoa	192	96
Thiên Hương - Bánh Bèo & Bánh Nậm	41	13
Thiên Hương - Cơm Gà Xối Mỡ & Mì Xào	7	2
Thiên Hương - Hủ Tiếu Bò Viên, Cháo Mực	16	4
Thiên Kim - Ẩm thực chay - Cây Trâm	12	3
Thiên Tân Quán - Ẩm Thực  Việt & Hoa	12	4
Thiên Tân Quán - Ẩm thực Việt Nam 	4	1
Thiên Thanh Park - Khu Vui Chơi	132	60
Thiên Thảo Spa - Nam Kỳ Khởi Nghĩa	88	22
Thiền Ý - Khu Ẩm Thực Chay Sân Vườn	8	2
Thiệu Ký	4	1
Thiệu Ký - Mì Tươi Kéo Sợi Kiểu Hoa	36	9
Thik Wa Ahh - Trái Cây Xô	13	4
Things Cafe - Cổ Kính & Bình Yên	5	4
Thinh Coffee - Acoustic	299	64
Think In A Box	38	8
Think In A Box Cafe - Nguyễn Khắc Nhu	30	8
Think In A Box StudySpace	5	2
Thinker & Dreamer Coffee	8	2
Thirsty - Dương Đình Nghệ	11	3
Thịt bò Mỹ	24	6
Thịt Gác Bếp La Sơn - Phạm Huy Thông	5	1
Thịt Heo Xiên Nướng Hà Nội	6	2
Thỏ Hạt Dẻ	45	9
Thông Hair Salon - Cách Mạng Tháng 8	32	8
THPT Tân Bình - Tân Phú 	91	20
THPT Trần Hưng Đạo, Gò Vấp	12	4
Three Sauces 3S - Ngô Quyền	30	6
Threesauces.3s - Ngô Quyền	8	2
Thu Vân	27	9
